company,industry,country,year,month,stage,company_size,layoffs_count,layoffs_pct,funds_raised_m,reason,stock_impact_pct,severity
Cisco,Hardware,USA,2023,10,Series B,60394,11139,0.1844,93.5,Regulatory Pressure,,High
Lyft,Social Media,USA,2022,7,Private Equity,51944,10288,0.1981,1271.0,Cost Cutting,,High
eBay,Gaming,USA,2022,9,Private Equity,62248,7513,0.1207,1944.1,Merger/Acquisition,,Medium
Twitter/X,EdTech,USA,2023,4,Public,41690,416,0.01,4652.9,Over-hiring Post-COVID,-9.59,Low
Salesforce,Cybersecurity,Germany,2024,6,Series B,40818,8091,0.1982,140.0,IPO Preparation,,High
eBay,Cybersecurity,USA,2023,11,Series C,124578,12254,0.0984,224.9,Market Downturn,,Medium
Microsoft,AI/ML,UK,2020,2,Series C,40259,402,0.01,327.6,Regulatory Pressure,,Low
Uber,Gaming,USA,2020,12,Public,16998,3878,0.2282,6555.6,Regulatory Pressure,1.36,High
Netflix,SaaS,Germany,2024,12,Series C,26489,7627,0.288,212.1,IPO Preparation,,High
Better.com,Social Media,India,2022,4,Private Equity,117535,13716,0.1167,1968.8,Regulatory Pressure,,Medium
Netflix,Cloud Computing,Germany,2021,2,Series A,67077,19635,0.2927,40.8,Over-hiring Post-COVID,,High
Intel,Cybersecurity,Canada,2023,10,Series D+,105731,13460,0.1273,1134.5,IPO Preparation,,Medium
Meta,Cloud Computing,USA,2023,5,Public,90400,8096,0.0896,4597.2,Restructuring,3.35,Medium
eBay,Cybersecurity,Canada,2023,7,Series D+,105179,7316,0.0696,922.0,Merger/Acquisition,,Medium
HP,Social Media,USA,2022,1,Series B,23982,6018,0.251,118.1,Merger/Acquisition,,High
Getir,EdTech,UK,2020,10,Series C,69712,4014,0.0576,288.5,Market Downturn,,Medium
Gorillas,FinTech,India,2024,10,Series D+,30548,5462,0.1788,882.9,IPO Preparation,,High
Cisco,EdTech,USA,2022,7,Public,134637,10133,0.0753,6073.6,Market Downturn,-2.57,Medium
Bolt,Cybersecurity,India,2023,10,Series D+,133608,11112,0.0832,400.1,IPO Preparation,,Medium
Dell,Logistics,Germany,2023,6,Series D+,36314,7350,0.2024,1258.8,Merger/Acquisition,,High
Google,FinTech,USA,2023,6,Series A,148496,13304,0.0896,10.2,Restructuring,,Medium
Better.com,SaaS,USA,2022,12,Series C,129993,11389,0.0876,217.8,Regulatory Pressure,,Medium
Salesforce,FinTech,USA,2022,8,Public,60704,12785,0.2106,4811.5,IPO Preparation,-8.24,High
Snap,Cloud Computing,Singapore,2023,8,Series D+,33344,8262,0.2478,932.0,Market Downturn,,High
Twitter/X,Gaming,India,2024,6,Public,82443,14145,0.1716,8152.3,Cost Cutting,-3.95,High
Dropbox,Cloud Computing,USA,2024,3,Private Equity,22018,1488,0.0676,385.0,Regulatory Pressure,,Medium
Snap,Hardware,USA,2021,5,Series D+,148631,11764,0.0792,637.5,Merger/Acquisition,,Medium
Amazon,Cloud Computing,Germany,2022,2,Series D+,23552,2976,0.1264,119.4,Over-hiring Post-COVID,,Medium
Dell,SaaS,France,2024,5,Series D+,70303,10241,0.1457,810.1,Over-hiring Post-COVID,,Medium
Amazon,Logistics,USA,2023,9,Series C,72024,2950,0.041,332.6,Regulatory Pressure,,Low
Netflix,EdTech,USA,2024,10,Series C,90072,16018,0.1778,490.9,Restructuring,,High
Meta,EdTech,Netherlands,2022,1,Series C,140252,17789,0.1268,314.5,Cost Cutting,,Medium
Gorillas,HealthTech,USA,2023,10,Public,67521,675,0.01,7088.1,Market Downturn,-9.08,Low
Stripe,Cybersecurity,USA,2023,5,Public,20543,938,0.0457,6167.7,IPO Preparation,-2.64,Low
Oracle,Logistics,Singapore,2023,12,Public,2919,232,0.0797,4129.5,Merger/Acquisition,-9.21,Medium
Stripe,HealthTech,Germany,2022,6,Series C,122331,13966,0.1142,130.9,Over-hiring Post-COVID,,Medium
Cisco,Hardware,USA,2020,11,Public,102299,27737,0.2711,5550.0,Over-hiring Post-COVID,4.52,High
IBM,Social Media,USA,2023,7,Series C,148712,20678,0.1391,120.9,Over-hiring Post-COVID,,Medium
LinkedIn,Cybersecurity,USA,2022,9,Series A,58100,3064,0.0527,60.7,Over-hiring Post-COVID,,Medium
Getir,Cybersecurity,USA,2023,6,Series A,116967,16100,0.1377,37.4,Product Pivot,,Medium
Klarna,AI/ML,Netherlands,2024,5,Series D+,78997,7254,0.0918,1182.5,Restructuring,,Medium
Twilio,AI/ML,USA,2022,12,Series D+,109111,15928,0.146,646.3,Market Downturn,,Medium
Peloton,E-Commerce,Canada,2024,7,Public,138059,22979,0.1664,5537.7,Merger/Acquisition,-6.88,High
Twitter/X,E-Commerce,Netherlands,2022,1,Series C,61192,13262,0.2167,325.1,Merger/Acquisition,,High
HP,Cloud Computing,USA,2023,11,Series B,62612,7391,0.1181,117.8,Merger/Acquisition,,Medium
Cisco,Social Media,USA,2024,5,Public,16860,4233,0.2511,4134.7,Market Downturn,-5.6,High
Stripe,FinTech,UK,2021,2,Series D+,83538,16092,0.1926,925.6,Restructuring,,High
Opendoor,FinTech,Netherlands,2020,4,Series B,3517,222,0.0634,75.5,Regulatory Pressure,,Medium
Intel,AI/ML,Australia,2022,7,Series A,86761,25749,0.2968,20.6,Regulatory Pressure,,High
Klarna,AI/ML,USA,2021,5,Public,66820,9766,0.1462,7485.7,Cost Cutting,-6.19,Medium
Klarna,AI/ML,India,2023,12,Series C,31627,1682,0.0532,387.3,IPO Preparation,,Medium
Meta,Logistics,Germany,2024,6,Public,134768,33992,0.2522,5131.8,Regulatory Pressure,2.58,High
Shopify,Gaming,Netherlands,2022,2,Public,75588,21634,0.2862,8330.3,IPO Preparation,-7.1,High
Unity,E-Commerce,USA,2022,3,Series A,32421,3804,0.1174,35.7,Restructuring,,Medium
Lyft,Logistics,UK,2022,7,Series B,5246,418,0.0797,183.5,Over-hiring Post-COVID,,Medium
Cisco,EdTech,France,2023,11,Series B,69035,7332,0.1062,128.4,IPO Preparation,,Medium
Gorillas,FinTech,USA,2020,2,Public,65850,11667,0.1772,2950.5,Over-hiring Post-COVID,-1.18,High
HP,Hardware,UK,2023,12,Series B,81631,18140,0.2222,208.7,Restructuring,,High
Twilio,SaaS,USA,2023,6,Series D+,22563,3737,0.1656,1117.0,Restructuring,,High
Klarna,Cybersecurity,USA,2023,5,Public,117616,15071,0.1281,4758.0,Market Downturn,-6.53,Medium
Zoom,E-Commerce,USA,2022,10,Series D+,89413,21444,0.2398,1032.7,Market Downturn,,High
Gorillas,HealthTech,Singapore,2023,1,Public,79446,7545,0.095,4192.6,Product Pivot,-5.04,Medium
Twitter/X,EdTech,USA,2021,12,Series B,135170,27368,0.2025,159.8,Merger/Acquisition,,High
Uber,Hardware,UK,2022,11,Series C,11064,1072,0.097,13.1,Product Pivot,,Medium
HP,E-Commerce,India,2024,10,Public,50225,7758,0.1545,2960.4,Merger/Acquisition,-9.31,High
eBay,SaaS,USA,2023,11,Public,86634,9609,0.1109,6958.5,Over-hiring Post-COVID,8.17,Medium
Microsoft,Logistics,UK,2020,4,Public,106440,12297,0.1155,4500.7,Product Pivot,2.98,Medium
PayPal,Social Media,Canada,2022,11,Public,62585,5620,0.0898,5415.1,Product Pivot,-3.44,Medium
PayPal,Cybersecurity,France,2022,2,Series C,18362,4178,0.2276,138.4,Cost Cutting,,High
Airbnb,E-Commerce,Germany,2022,4,Series B,10765,660,0.0614,208.7,Restructuring,,Medium
Lyft,Gaming,India,2022,1,Public,141277,8587,0.0608,7381.1,Market Downturn,9.12,Medium
HP,AI/ML,USA,2020,2,Public,62971,18241,0.2897,4598.6,Product Pivot,-6.45,High
Wayfair,AI/ML,Singapore,2023,8,Series C,91580,18153,0.1982,251.4,Market Downturn,,High
Getir,Cybersecurity,USA,2023,6,Series B,56328,563,0.01,169.4,Merger/Acquisition,,Low
Better.com,SaaS,Canada,2023,2,Public,117384,8777,0.0748,8964.9,Product Pivot,-1.07,Medium
Dropbox,Hardware,USA,2023,12,Public,108507,1085,0.01,6907.5,Merger/Acquisition,-9.03,Low
IBM,Logistics,Singapore,2021,6,Series C,46604,2048,0.0439,560.6,Regulatory Pressure,,Low
Better.com,AI/ML,Canada,2024,10,Public,41434,414,0.01,3155.3,Regulatory Pressure,-6.22,Low
PayPal,E-Commerce,Canada,2024,9,Public,114920,12530,0.109,3361.2,Product Pivot,-8.89,Medium
Oracle,HealthTech,USA,2024,7,Series B,6550,187,0.0286,62.9,Regulatory Pressure,,Low
Better.com,FinTech,USA,2024,9,Series C,8984,1121,0.1248,353.0,IPO Preparation,,Medium
Amazon,FinTech,Germany,2024,5,Series C,63148,631,0.01,321.1,Over-hiring Post-COVID,,Low
HP,EdTech,Canada,2023,7,Series B,60445,7654,0.1266,112.7,Cost Cutting,,Medium
Salesforce,Hardware,USA,2022,11,Series C,31823,2762,0.0868,397.1,Merger/Acquisition,,Medium
Salesforce,Cloud Computing,Brazil,2023,7,Public,86832,20853,0.2402,7464.7,Restructuring,9.51,High
Google,Social Media,Netherlands,2023,12,Series D+,95105,22150,0.2329,311.8,Restructuring,,High
Spotify,Cybersecurity,USA,2023,12,Public,10815,1977,0.1828,3806.1,Over-hiring Post-COVID,-8.09,High
Lyft,EdTech,Australia,2023,3,Public,48468,4549,0.0939,6640.3,Regulatory Pressure,-5.34,Medium
IBM,Cloud Computing,UK,2020,7,Series C,9607,2678,0.2788,243.9,Over-hiring Post-COVID,,High
Unity,Logistics,UK,2022,1,Series A,56281,562,0.01,27.2,Regulatory Pressure,,Low
Better.com,Gaming,USA,2024,9,Private Equity,4369,43,0.01,2111.1,IPO Preparation,,Low
Twilio,Gaming,Germany,2023,10,Series C,81483,9231,0.1133,145.3,Restructuring,,Medium
Robinhood,Social Media,Canada,2023,6,Public,8471,2544,0.3003,4396.8,Merger/Acquisition,1.04,High
Bolt,Hardware,USA,2022,5,Public,97305,10101,0.1038,5657.3,Restructuring,-5.07,Medium
Unity,AI/ML,Germany,2022,7,Series B,26151,2754,0.1053,92.5,Cost Cutting,,Medium
Getir,E-Commerce,India,2024,5,Series C,57474,574,0.01,394.0,Product Pivot,,Low
Better.com,EdTech,Canada,2023,10,Series C,23946,4685,0.1957,231.7,Regulatory Pressure,,High
Gorillas,EdTech,USA,2023,5,Series B,4323,848,0.1963,187.6,Cost Cutting,,High
Robinhood,Cybersecurity,France,2023,11,Series C,145026,26558,0.1831,284.9,IPO Preparation,,High
Better.com,Cybersecurity,UK,2023,10,Series B,135504,9439,0.0697,152.2,IPO Preparation,,Medium
Microsoft,Gaming,USA,2022,11,Public,141792,8998,0.0635,6492.0,Regulatory Pressure,-6.64,Medium
Shopify,Gaming,USA,2023,7,Series B,68465,1133,0.0166,89.9,Regulatory Pressure,,Low
Amazon,Hardware,UK,2022,10,Series A,11010,1395,0.1267,7.1,Restructuring,,Medium
Snap,SaaS,Netherlands,2022,7,Public,142109,4770,0.0336,5721.5,Product Pivot,3.97,Low
Twitter/X,HealthTech,USA,2023,11,Series C,106435,2746,0.0258,308.7,Restructuring,,Low
Snap,HealthTech,Canada,2024,3,Public,69634,5995,0.0861,6111.7,Cost Cutting,8.63,Medium
Better.com,SaaS,USA,2020,3,Private Equity,72754,5883,0.0809,1364.1,Cost Cutting,,Medium
Getir,AI/ML,UK,2024,10,Public,145354,11186,0.077,4139.1,Regulatory Pressure,1.39,Medium
Dell,HealthTech,Brazil,2022,12,Series C,115280,18135,0.1573,541.0,Merger/Acquisition,,High
Peloton,Hardware,Canada,2022,3,Public,126044,15922,0.1263,2055.3,Merger/Acquisition,-3.75,Medium
Bolt,E-Commerce,USA,2020,6,Series C,66087,6406,0.0969,388.1,Cost Cutting,,Medium
LinkedIn,E-Commerce,UK,2022,12,Public,82738,11139,0.1346,3850.8,Product Pivot,-4.55,Medium
IBM,EdTech,USA,2023,6,Public,76220,3100,0.0407,4328.4,Regulatory Pressure,-0.46,Low
Unity,FinTech,USA,2020,3,Series D+,78504,10081,0.1284,698.5,IPO Preparation,,Medium
Lyft,SaaS,Australia,2023,3,Series A,22572,2980,0.132,27.1,Merger/Acquisition,,Medium
Twitter/X,E-Commerce,Canada,2024,8,Public,81515,815,0.01,6142.4,Merger/Acquisition,4.05,Low
Unity,Cloud Computing,USA,2021,8,Public,73246,14623,0.1997,7781.3,Market Downturn,-18.33,High
Microsoft,Gaming,Singapore,2023,7,Series B,102760,5085,0.0495,142.6,Market Downturn,,Low
Intel,Cybersecurity,Germany,2022,10,Series D+,137629,17509,0.1272,833.1,Merger/Acquisition,,Medium
Amazon,Hardware,USA,2023,4,Series A,128759,27445,0.2132,24.2,Restructuring,,High
Robinhood,HealthTech,UK,2022,4,Public,31416,6096,0.1941,6033.7,Product Pivot,-3.82,High
Peloton,SaaS,Germany,2022,3,Series C,27768,3408,0.1227,558.8,Over-hiring Post-COVID,,Medium
Bolt,EdTech,Germany,2022,5,Public,23759,2162,0.091,4238.6,Merger/Acquisition,1.43,Medium
Bolt,Social Media,UK,2020,3,Public,79900,15644,0.1958,4248.0,Market Downturn,3.96,High
eBay,Cybersecurity,UK,2022,8,Series C,34793,6053,0.174,232.7,Product Pivot,,High
Robinhood,Cloud Computing,USA,2023,7,Series C,112081,7905,0.0705,241.3,Product Pivot,,Medium
Twitter/X,HealthTech,Australia,2024,3,Series B,7543,425,0.0564,11.8,Market Downturn,,Medium
Netflix,Cloud Computing,UK,2024,9,Public,107509,1075,0.01,5810.1,Regulatory Pressure,-14.12,Low
Cisco,Gaming,USA,2023,12,Series D+,39393,5212,0.1323,529.4,Product Pivot,,Medium
Snap,Gaming,Canada,2021,5,Series D+,26809,3039,0.1134,284.7,Regulatory Pressure,,Medium
Getir,Hardware,Singapore,2022,9,Private Equity,23784,5015,0.2109,1951.9,Product Pivot,,High
Salesforce,AI/ML,Singapore,2022,7,Public,127301,18932,0.1487,2836.0,Market Downturn,-0.89,Medium
Lyft,EdTech,USA,2022,7,Public,113759,25793,0.2267,4322.7,Cost Cutting,-5.74,High
Dropbox,Cybersecurity,USA,2023,6,Series D+,101304,6504,0.0642,1269.3,Merger/Acquisition,,Medium
eBay,Logistics,UK,2023,2,Series C,69500,14668,0.2111,130.9,Restructuring,,High
Intel,Logistics,USA,2022,9,Public,84679,6578,0.0777,1934.8,Regulatory Pressure,4.24,Medium
eBay,Cybersecurity,Singapore,2022,6,Series A,65549,11943,0.1822,44.3,Over-hiring Post-COVID,,High
Dell,Social Media,USA,2024,8,Public,29765,297,0.01,7299.0,Restructuring,-2.99,Low
Airbnb,Hardware,USA,2023,1,Series A,24380,3384,0.1388,14.8,Cost Cutting,,Medium
PayPal,EdTech,USA,2022,5,Public,85079,850,0.01,5815.4,IPO Preparation,0.71,Low
Better.com,Cloud Computing,USA,2024,12,Series C,131827,13001,0.0986,369.7,Cost Cutting,,Medium
Intel,Social Media,Australia,2024,1,Series A,133074,20656,0.1552,7.1,Product Pivot,,High
Bolt,FinTech,UK,2022,10,Public,65924,5163,0.0783,6597.0,Restructuring,-11.92,Medium
Microsoft,Cybersecurity,USA,2022,11,Private Equity,71466,2570,0.036,2026.0,Regulatory Pressure,,Low
Twitter/X,Cloud Computing,USA,2023,8,Series D+,67896,12743,0.1877,700.2,Regulatory Pressure,,High
Gorillas,Logistics,UK,2024,8,Private Equity,72194,8065,0.1117,2251.4,Cost Cutting,,Medium
Lyft,E-Commerce,USA,2024,1,Series C,137378,11104,0.0808,436.4,Restructuring,,Medium
Coinbase,SaaS,Germany,2021,9,Public,17606,2171,0.1234,5206.2,Cost Cutting,-13.81,Medium
Peloton,AI/ML,Germany,2022,2,Public,57231,18939,0.3309,4097.1,Over-hiring Post-COVID,-7.5,High
Stripe,Logistics,Canada,2023,12,Public,75510,16029,0.2123,3054.3,Cost Cutting,-3.42,High
Unity,EdTech,Singapore,2023,9,Public,33099,7050,0.213,4924.9,Restructuring,-5.33,High
HP,Gaming,Netherlands,2022,1,Public,71826,11121,0.1548,6139.5,Product Pivot,-9.02,High
Shopify,SaaS,Singapore,2024,12,Public,76206,10159,0.1333,4351.6,Restructuring,-8.29,Medium
Cisco,SaaS,USA,2023,10,Series D+,9504,95,0.01,96.8,Market Downturn,,Low
Dropbox,E-Commerce,USA,2024,9,Series B,115518,7587,0.0657,180.9,Restructuring,,Medium
Meta,AI/ML,USA,2024,4,Public,26292,2144,0.0816,5380.4,Over-hiring Post-COVID,6.26,Medium
Gorillas,AI/ML,Netherlands,2023,9,Public,55145,551,0.01,4240.8,Merger/Acquisition,-3.11,Low
Zoom,FinTech,Brazil,2022,7,Series C,7732,211,0.0274,402.9,Over-hiring Post-COVID,,Low
eBay,FinTech,France,2023,11,Public,55266,552,0.01,8049.3,Over-hiring Post-COVID,-0.97,Low
Bolt,HealthTech,USA,2022,6,Public,121101,14160,0.1169,603.8,Cost Cutting,2.07,Medium
Dropbox,Logistics,Singapore,2023,5,Public,82088,15227,0.1855,5868.5,Over-hiring Post-COVID,-17.5,High
Meta,Logistics,USA,2022,11,Series A,6413,1337,0.2085,17.2,Restructuring,,High
IBM,Logistics,USA,2023,9,Series B,112906,17295,0.1532,144.0,Regulatory Pressure,,High
Zoom,HealthTech,USA,2022,2,Series D+,114193,4902,0.0429,840.9,Merger/Acquisition,,Low
Stripe,Hardware,USA,2021,11,Series C,93949,939,0.01,376.3,Regulatory Pressure,,Low
Stripe,Social Media,UK,2022,12,Series D+,11067,110,0.01,640.2,IPO Preparation,,Low
Snap,AI/ML,USA,2020,2,Series C,38879,718,0.0185,75.2,Product Pivot,,Low
eBay,E-Commerce,UK,2023,11,Series C,819,40,0.0489,246.0,IPO Preparation,,Low
Klarna,EdTech,Germany,2023,12,Series C,90505,9703,0.1072,348.8,Over-hiring Post-COVID,,Medium
PayPal,AI/ML,France,2023,9,Public,111490,4333,0.0389,7030.8,Regulatory Pressure,-6.65,Low
eBay,FinTech,India,2022,12,Public,5291,778,0.1471,2656.3,Restructuring,-9.66,Medium
Cisco,SaaS,USA,2021,3,Series D+,131901,13377,0.1014,1128.7,Cost Cutting,,Medium
Getir,Cloud Computing,Australia,2020,8,Series A,61532,7435,0.1208,29.6,Cost Cutting,,Medium
Amazon,Gaming,Netherlands,2022,11,Series C,89162,18832,0.2112,343.5,Product Pivot,,High
Spotify,HealthTech,USA,2024,9,Series B,21800,557,0.0256,95.5,Product Pivot,,Low
Airbnb,Cybersecurity,UK,2022,8,Private Equity,76200,11696,0.1535,1609.3,Restructuring,,High
Robinhood,Cloud Computing,USA,2022,4,Public,56109,6670,0.1189,6783.8,Product Pivot,4.25,Medium
Opendoor,EdTech,USA,2021,12,Series C,90545,8449,0.0933,152.8,Regulatory Pressure,,Medium
Robinhood,Logistics,India,2022,1,Series C,62401,11907,0.1908,218.4,Regulatory Pressure,,High
Oracle,FinTech,France,2023,4,Private Equity,6203,1180,0.1903,1611.0,Product Pivot,,High
LinkedIn,FinTech,USA,2023,9,Private Equity,63615,2816,0.0443,2941.0,Cost Cutting,,Low
PayPal,FinTech,Australia,2022,2,Series C,28176,2970,0.1054,196.4,Restructuring,,Medium
Spotify,Logistics,France,2020,3,Public,121832,17360,0.1425,9080.3,Merger/Acquisition,-3.99,Medium
Salesforce,Cybersecurity,Netherlands,2022,10,Series B,30302,2974,0.0982,216.2,Product Pivot,,Medium
LinkedIn,HealthTech,USA,2022,8,Public,90831,15150,0.1668,4805.4,Restructuring,-3.28,High
Better.com,Cloud Computing,Netherlands,2022,6,Series B,125286,17852,0.1425,105.7,Over-hiring Post-COVID,,Medium
Unity,Logistics,USA,2024,8,Series A,65669,17507,0.2666,28.9,Cost Cutting,,High
Shopify,EdTech,Germany,2023,7,Series D+,68647,686,0.01,778.2,Merger/Acquisition,,Low
eBay,HealthTech,USA,2023,5,Series C,22575,2487,0.1102,131.2,Regulatory Pressure,,Medium
Coinbase,EdTech,USA,2022,9,Series D+,82515,3904,0.0473,775.6,Cost Cutting,,Low
Zoom,HealthTech,Canada,2022,4,Series D+,9804,1650,0.1683,1279.0,Cost Cutting,,High
Spotify,Cybersecurity,USA,2023,6,Public,130351,1303,0.01,3777.8,Regulatory Pressure,-7.73,Low
Oracle,Gaming,USA,2023,2,Series B,121229,17906,0.1477,108.4,Market Downturn,,Medium
Netflix,EdTech,USA,2023,2,Private Equity,60122,4184,0.0696,479.3,Restructuring,,Medium
Netflix,Logistics,India,2022,2,Private Equity,54715,3352,0.0613,1724.4,Regulatory Pressure,,Medium
Shopify,HealthTech,USA,2023,10,Public,74473,744,0.01,5529.0,Over-hiring Post-COVID,-5.3,Low
Coinbase,FinTech,Australia,2022,7,Series A,109154,9037,0.0828,41.0,Product Pivot,,Medium
Spotify,Hardware,USA,2024,2,Series B,144093,29792,0.2068,109.6,Over-hiring Post-COVID,,High
Meta,AI/ML,USA,2023,12,Public,24528,2893,0.118,4414.5,Restructuring,-6.98,Medium
Wayfair,FinTech,USA,2023,2,Public,39828,6779,0.1702,6003.8,Regulatory Pressure,-0.85,High
Dell,Social Media,UK,2021,9,Public,27801,7038,0.2532,4942.4,Cost Cutting,3.28,High
Twilio,Gaming,USA,2023,7,Series A,38515,5434,0.1411,45.0,Regulatory Pressure,,Medium
Dropbox,Gaming,USA,2021,11,Series C,37345,2811,0.0753,325.8,Market Downturn,,Medium
Uber,FinTech,Brazil,2022,3,Series C,87318,13742,0.1574,434.8,Restructuring,,High
Wayfair,Cloud Computing,India,2021,3,Public,76894,5879,0.0765,6354.0,Merger/Acquisition,8.73,Medium
Twilio,Cybersecurity,USA,2023,7,Series C,44214,3521,0.0796,323.1,Merger/Acquisition,,Medium
Unity,EdTech,USA,2022,5,Public,81222,812,0.01,8036.8,Restructuring,-4.46,Low
Unity,Logistics,France,2022,10,Series D+,25730,4994,0.1941,934.5,Product Pivot,,High
Twilio,Gaming,USA,2024,6,Series C,93054,8292,0.0891,456.6,Over-hiring Post-COVID,,Medium
SAP,FinTech,USA,2022,12,Public,49762,6696,0.1346,6213.9,Over-hiring Post-COVID,-5.2,Medium
Uber,FinTech,Canada,2023,8,Series B,42222,1567,0.0371,31.6,Product Pivot,,Low
Airbnb,Cybersecurity,Germany,2022,9,Public,63296,9803,0.1549,7609.7,Market Downturn,-9.63,High
Meta,Cybersecurity,Germany,2020,1,Series C,87552,5169,0.059,316.2,Cost Cutting,,Medium
HP,E-Commerce,USA,2023,3,Series D+,101308,11008,0.1087,783.4,IPO Preparation,,Medium
Amazon,E-Commerce,USA,2020,11,Series C,136811,26025,0.1902,333.8,IPO Preparation,,High
Coinbase,Cloud Computing,Germany,2023,7,Public,92451,16942,0.1833,4310.0,Cost Cutting,-4.04,High
Twilio,Hardware,USA,2023,6,Public,51386,6075,0.1182,5454.1,Merger/Acquisition,-4.08,Medium
Getir,Hardware,UK,2023,7,Series A,103924,1039,0.01,30.5,Market Downturn,,Low
Microsoft,Cloud Computing,UK,2023,8,Public,105197,37810,0.3594,7548.5,Product Pivot,-0.46,High
Meta,Social Media,USA,2022,6,Series B,96799,25135,0.2597,114.5,IPO Preparation,,High
Lyft,Cloud Computing,Singapore,2020,3,Private Equity,149677,26614,0.1778,1270.4,Restructuring,,High
Unity,HealthTech,France,2023,2,Public,14997,895,0.0597,3150.1,Regulatory Pressure,-2.0,Medium
Google,Cybersecurity,Canada,2023,12,Public,133388,14794,0.1109,5537.6,Over-hiring Post-COVID,-11.78,Medium
Wayfair,Hardware,USA,2024,7,Series C,119415,9138,0.0765,322.5,Regulatory Pressure,,Medium
Snap,Logistics,USA,2024,12,Private Equity,92519,20456,0.2211,1733.1,Restructuring,,High
Snap,HealthTech,UK,2024,12,Series A,109517,15441,0.141,23.6,Over-hiring Post-COVID,,Medium
Uber,EdTech,USA,2023,12,Series D+,69885,4002,0.0573,287.6,Restructuring,,Medium
Opendoor,FinTech,Brazil,2022,11,Series B,105653,8699,0.0823,150.0,Product Pivot,,Medium
Better.com,Cloud Computing,USA,2023,1,Public,34326,7197,0.2097,7969.3,Product Pivot,2.68,High
Dropbox,FinTech,UK,2023,3,Private Equity,110534,27413,0.248,884.2,Market Downturn,,High
Coinbase,Gaming,USA,2022,12,Private Equity,84742,20530,0.2423,2453.7,Restructuring,,High
Wayfair,Social Media,India,2024,11,Public,123566,22311,0.1806,5567.8,Restructuring,-1.43,High
Spotify,Gaming,USA,2024,4,Public,50600,5049,0.0998,4985.9,Market Downturn,-2.29,Medium
Unity,Social Media,USA,2023,1,Public,125670,1256,0.01,4204.9,Market Downturn,-3.16,Low
Lyft,E-Commerce,USA,2020,5,Public,135931,19543,0.1438,2231.0,Regulatory Pressure,0.59,Medium
Meta,FinTech,Netherlands,2022,10,Series B,96705,11590,0.1199,167.4,Product Pivot,,Medium
Google,Social Media,USA,2024,3,Series D+,13309,1746,0.1312,551.8,Regulatory Pressure,,Medium
LinkedIn,SaaS,Netherlands,2024,2,Public,64950,8074,0.1243,3440.4,Product Pivot,-3.85,Medium
Dropbox,Hardware,France,2022,3,Public,38928,541,0.0139,6983.9,Regulatory Pressure,0.13,Low
Lyft,SaaS,USA,2020,8,Private Equity,73290,12062,0.1646,370.2,Merger/Acquisition,,High
Gorillas,SaaS,Australia,2024,6,Series C,111626,19040,0.1706,117.2,Restructuring,,High
Google,AI/ML,USA,2022,7,Series D+,90821,15856,0.1746,794.2,Regulatory Pressure,,High
Better.com,Hardware,Brazil,2023,12,Public,2593,507,0.1957,5586.6,Regulatory Pressure,-8.91,High
Coinbase,HealthTech,UK,2024,6,Private Equity,44998,7574,0.1683,1790.8,Product Pivot,,High
Lyft,Social Media,USA,2020,6,Series B,116751,10180,0.0872,105.5,IPO Preparation,,Medium
Opendoor,Social Media,USA,2023,12,Public,41485,4743,0.1143,10060.7,Product Pivot,-0.6,Medium
Klarna,HealthTech,USA,2020,3,Public,32509,4138,0.1273,4544.2,Restructuring,-1.16,Medium
Wayfair,FinTech,Brazil,2022,12,Public,129015,16593,0.1286,4538.4,Market Downturn,3.01,Medium
LinkedIn,FinTech,USA,2024,8,Public,18218,3641,0.1999,3406.0,Restructuring,-6.83,High
HP,SaaS,India,2022,12,Series C,17205,2950,0.1715,314.9,IPO Preparation,,High
Wayfair,HealthTech,USA,2024,7,Series A,88118,25218,0.2862,49.8,Cost Cutting,,High
SAP,Hardware,Singapore,2023,7,Series D+,63098,18709,0.2965,1185.1,Restructuring,,High
Microsoft,SaaS,USA,2022,6,Series B,78378,9904,0.1264,48.5,Cost Cutting,,Medium
Gorillas,Gaming,UK,2022,5,Series D+,12739,127,0.01,721.3,Regulatory Pressure,,Low
Zoom,AI/ML,UK,2022,10,Series C,47122,10317,0.2189,353.6,Restructuring,,High
HP,Logistics,India,2022,8,Series B,47165,3620,0.0768,148.2,IPO Preparation,,Medium
Peloton,EdTech,USA,2020,5,Public,32774,1831,0.0559,5013.1,Cost Cutting,-5.71,Medium
Airbnb,AI/ML,USA,2022,9,Series D+,142991,12600,0.0881,973.6,Cost Cutting,,Medium
Spotify,FinTech,USA,2023,9,Series C,108868,9174,0.0843,202.9,IPO Preparation,,Medium
Snap,Logistics,Canada,2023,1,Public,146575,24768,0.169,8115.8,Restructuring,-6.78,High
Spotify,E-Commerce,USA,2023,6,Series D+,109063,1090,0.01,1117.6,Merger/Acquisition,,Low
Better.com,Cloud Computing,Germany,2023,7,Series D+,137246,4636,0.0338,369.6,Product Pivot,,Low
Dropbox,SaaS,USA,2020,3,Private Equity,93603,13802,0.1475,854.9,Over-hiring Post-COVID,,Medium
Zoom,Social Media,France,2022,7,Series D+,66946,11369,0.1698,465.0,Product Pivot,,High
Uber,HealthTech,Singapore,2023,11,Series B,29572,5066,0.1713,152.5,Cost Cutting,,High
Uber,HealthTech,UK,2023,11,Series D+,34217,1951,0.057,388.9,Regulatory Pressure,,Medium
